tradedate,company,newstitle,closeprice,newslink,published_jst,newsdesc
2026-01-23,"Nintendo Co., Ltd.",任天堂(株)【7974】：株価・株式情報 - Yahoo!ファイナンス,10535.0,https://news.google.com/rss/articles/CBMiUkFVX3lxTFAybkxHNXFNd1FvMGFyN3FLQzlQaEVPTWxkTmcyZHVESUpGX21WZldXMkcxcjRJZGh5cHRlaGNNanVMMFZzU1l4bmtNeFE0M0Fmb3c?oc=5,2026-01-23 11:52:50+0900,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
