tradedate,company,newstitle,closeprice,newslink,published_jst,newsdesc
2026-01-26,"Hitachi, Ltd.",日立製作所（6501）の株価は前日比▲3.62％で大きく反落。（2026年1月26日・株式取引概況） - LIMO | くらしとお金の経済メディア,5107.0,https://news.google.com/rss/articles/CBMiTEFVX3lxTFB0THdqdTYya2wtNWFhSU5sUjU4SmVfQ2RxazBweUwtU2FkaDgzTGQtRlpZZkNmOTdQZXctb20tdm9DWVhjQXZRWGtjTTA?oc=5,2026-01-26 20:34:00+0900,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
