tradedate,company,newstitle,closeprice,newslink,published_jst,newsdesc
2026-01-09,"Nintendo Co., Ltd.",任天堂(東証:7974)がマリオを幼児向けクロスメディアプレイに拡大することに投資家はどう反応しているか - simplywall.st,10165.0,https://news.google.com/rss/articles/CBMilgFBVV95cUxPT2dBRVl3NWRaSy1KUnQyWFhHaFZIdUpzOWs4M1VkVGUyX3l5dkFGcTV0R2FBUk5RQXpodXZxaEU2dXE3LU5wVWF5c2NZbEptX3hNU1FEVGtyNTA4M0d0X2NSMGc4R3ZiQk13akpMN3FhbGxORFl2aUpXcUJCLWlLbkx4OHJzczdGVU1aNV9yOVRCQjZCMEHSAZYBQVVfeXFMT09nQUVZdzVkWkstSlJ0MlhYR2hWSHVKczlrODNVZFRlMl95eXZBRnE1dEdhQVJOUUF6aHV2cWhFNnVxNy1OcFVheXNjWWxKbV94TVNRRFRrcjUwODNHdF9jUjBnOEd2YkJNd2pKTDdxYWxsTkRZdmlKV3FCQi1pS25MeDhyc3M3RlVNWjVfcjlUQkI2QjBB?oc=5,2026-01-10 07:25:07+0900,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
