tradedate,newstitle,closeprice,newslink,published_jst,newsdesc
2025-10-24,「Pokemon LEGENDS Z-A（ポケモンZA）」、初週世界販売本数が580万本を突破 およそ半数がNintendo Switch 2版 - GAME Watch,12840.0,https://news.google.com/rss/articles/CBMiZkFVX3lxTFBnNkJlWUxldUg5dzNYd3NFci1ZSU4zcFBQWTFsSV9hanllQk1HVFlzYlZIdU1rZkRKMTFZTXVuLU9DY1I1czFuTHoxUzFjRjRidTk3TEw4NHptdE5vbEFsTFdRek1yUQ?oc=5,2025-10-24 13:02:49+0900,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
2025-10-24,任天堂、Switch 2招待販売の全案内完了 Xで到着報告相次ぐ - X,12840.0,https://news.google.com/rss/articles/CBMiV0FVX3lxTE1hZUJzWm51R3ZVYlVzS2RpM183eW93dG9FVDZocTdlMlNpbU5JSHRkSng1d1kyQ29ESFNnZ1h4SWtGTFZvWXhidXRrN05HNWI2VVdJUmliNA?oc=5,2025-10-24 13:43:36+0900,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
2025-10-24,Nintendo Switch 2「カービィのエアライダー」最新情報公開！ひとり用モード「ロードトリップ」や新ライダー、マシンも - Saiga NAK,12840.0,https://news.google.com/rss/articles/CBMiZkFVX3lxTE56RTh1LXBxdEtIdHRSQ3I1ZzJweUg5UE81VGpTd0tkUjlqZnRoenBGUm1vbE00aUxrRkwyNGVkQ2VKT3FUM0lickVjZTFEendjQ0dEeXAtZHdWbVcwYnQ3NmpValZZUdIBa0FVX3lxTE9sSkZVeEJfVmlWc3NFUzFpWVVkQWQ0Z3dXelh0dERWTzE4dE4td0RkX1gxVmJrdUdjRjlZR0J1OUVoZXZOREtYd21MOVVmc09VcG1pRTlOSG5rQ0N5Yjl2YUZpa3hURHpmMVM4?oc=5,2025-10-24 14:27:49+0900,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
2025-10-24,ビックカメラ.comにて「Nintendo Switch 2」の先着販売を実施！ 「ドンキーコング バナンザ」のセット商品（GAME Watch） - Yahoo!ニュース,12840.0,https://news.google.com/rss/articles/CBMif0FVX3lxTE55S1ZhaWN0b1p3ZnpQaFJhQmFuMzZEaHd4WEFIR1NXSW5UdUZNa2drdTc1NEM1X1FwOGNWa0xvOGZwSHRJN2dWR1FlVGVhMUhtWGRLM19LeE1zenFXeWM1UExhRU0zWHFXXzNhY3JhTHRRS2J6QWdDM2o3NFBCaU0?oc=5,2025-10-24 14:53:01+0900,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
2025-10-24,Nintendo Switch 「アパシー 鳴神学園霊怪記～旧校舎の怪異～」が発売決定！ - newscast.jp,12840.0,https://news.google.com/rss/articles/CBMiT0FVX3lxTE12UHBpNnhtOXVvTUVLaXAyaEZQQWYwMVRKbC1HOE9vT2ZtcVZWbDZkYXdET2NCbXJ6dGV2NU04M0QzM05hU0hGdHIyOHI3MFU?oc=5,2025-10-24 15:00:00+0900,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
2025-10-24,Nintendo Switch「アパシー 鳴神学園霊怪記～旧校舎の怪異～」が発売決定！ - ニューズウィーク日本版 オフィシャルサイト,12840.0,https://news.google.com/rss/articles/CBMigAFBVV95cUxQTFd6NlUtekdaN2s1RE9aUm5kQnM1WTRydFBGcVJVdWpCSXJiTVdMZWpXVXVid0FwbHIxRDZlcXZBUWdfeXNWLXhhRlVfTXRQTVlXck5zLVd5eWI4ekljdG11Y3gtQ013ekpPM2V1Q3pGSXFOU0lKczhUWmsxSTJjVw?oc=5,2025-10-24 15:00:00+0900,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
2025-10-24,セブンネットで「Nintendo Switch 2」の抽選販売が開始！ギフトボックス付き版も登場 - ninten-switch.com,12840.0,https://news.google.com/rss/articles/CBMiZEFVX3lxTE0tOHVKMmZYSkZzRFo4UF94VGp5X3FRUXp1ZjFNdmszVUVkNlRRSHlfeU9rMWpSX2JqWGZTOGN4eEREV3BxdUtBWXBJWV9IM2Nxbms1bGZ3TWJ2eVBwNFM0c2pRNGs?oc=5,2025-10-24 15:29:46+0900,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
2025-10-24,マイニンテンドーストア、年内はSwitch2を追加販売せず。任天堂が今後の予定を発表 - GAME Watch,12840.0,https://news.google.com/rss/articles/CBMiZkFVX3lxTE1GYnZYU0VWcV9kWlhuSTJ5ckpEbjRXRWFyaEpFYUMtaWVWeVpVWk5rMHEwYXp5LXZJT1hGQkRvZHpBUHJWS0JBdVltRjhIYzJENmRYYmpqSHhkSXcxZXYyNGVGeFhfUQ?oc=5,2025-10-24 16:39:11+0900,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
2025-10-24,「スイッチ2」本体の招待販売の申し込み案内がすべて完了。任天堂は「日本語・国内専用については年内に追加で販売に関する案内を行う予定はない」とアナウンス。マイニンテンドーストアでは今後もNintendo Switch 2の販売を行う予定で、詳細は決まり次第あらためて告知さ - 電ファミニコゲーマー,12840.0,https://news.google.com/rss/articles/CBMiWkFVX3lxTFBleHFhUFUyVDNUUlpsSmxpRV9mdE9ONVBNRzIzY2xsbE5YMlBPR1pXeEdJNFV0eEhsR1ZGX3BsSWdnOE8xZm1oMDQ0X0g0ME1PU1VabVlWQ0VOdw?oc=5,2025-10-24 16:53:00+0900,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
2025-10-24,スイッチ2招待販売、任天堂が申し込みユーザーへの案内を完了と報告―マイニンテンドーストアでの年内追加販売は予定なし - Yahoo!ニュース,12840.0,https://news.google.com/rss/articles/CBMif0FVX3lxTE9aRWZuNlFkMG11aWtFckpNbVJKT21ueDlkblF0YmdoTTE1OFZLQWhLejBiUTROdWNGTHlHOHNUY1c3d0lmR3NocXVXeGY4em9uMmZ5elBYazZpSDFsQnRpUy1CZjQ3aG96TzVRY2ZFUXB2YWVBTEJhc2lVQjdEVzg?oc=5,2025-10-24 16:55:02+0900,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
