tradedate,newstitle,closeprice,newslink,published_jst,newsdesc
2025-12-09,「TOPIX先物」手口情報（9日日中） ソシエテジェネラル証券取引高トップ、12月限7万6758枚 | 市況 - 株探ニュース - かぶたん,4306.0,https://news.google.com/rss/articles/CBMiYkFVX3lxTE5KZ01hSk1mTms0ZW5EMHI4WUNVRTMzaDdKQ1E4Y25pRmpFejl2SVhxWk0zSmRTcUt5dTZLYjFZcFZDR3pGS3ZXN2xDbzVjOFM5akVsOVB4RmdMUmdrY1NPLXZB?oc=5,2025-12-09 18:01:17+0900,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
