tradedate,company,newstitle,closeprice,newslink,published_jst,newsdesc
2026-01-22,"Hitachi, Ltd.",日立製作所（6501）の株価は前日比▲0.3％の下落で続落、気になる「終値」をチェック（2026年1月21日・株式取引概況） - LIMO | くらしとお金の経済メディア,5264.0,https://news.google.com/rss/articles/CBMiTEFVX3lxTFBGdTlXSjU2SFRMT1N1TmljRHp5NURaMlJDUWZlQ1hiUC1YRndRb1FpelRYdkFQb2Q1QkdmY0lPbnV5N0RZZXp4NDRwRUg?oc=5,2026-01-21 18:34:00+0900,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
